SampleID	Locus	Reads
SRR26819400	Pf3D7_01_v3-528859-529104-1A	23
SRR26819400	Pf3D7_01_v3-528859-529104-1A	4
SRR26819400	Pf3D7_01_v3-528859-529104-1A	7
SRR26819215	Pf3D7_01_v3-528859-529104-1A	669
SRR26819215	Pf3D7_01_v3-528859-529104-1A	2
SRR26819553	Pf3D7_01_v3-535965-536239-1A	38
SRR26819207	Pf3D7_01_v3-535965-536239-1A	8
SRR26819545	Pf3D7_01_v3-535965-536239-1A	31
SRR26819527	Pf3D7_01_v3-535965-536239-1A	2
SRR26819527	Pf3D7_01_v3-535965-536239-1A	7
SRR26819214	Pf3D7_01_v3-535965-536239-1A	4
SRR26819214	Pf3D7_01_v3-535965-536239-1A	27
SRR26819303	Pf3D7_01_v3-535965-536239-1A	53
SRR26819211	Pf3D7_01_v3-535965-536239-1A	49
SRR26819507	Pf3D7_01_v3-535965-536239-1A	13
SRR26819507	Pf3D7_01_v3-535965-536239-1A	24
SRR26819507	Pf3D7_01_v3-535965-536239-1A	3
SRR26819151	Pf3D7_01_v3-535965-536239-1A	17
SRR26819151	Pf3D7_01_v3-535965-536239-1A	1
SRR26819397	Pf3D7_01_v3-535965-536239-1A	119
SRR26819546	Pf3D7_01_v3-535965-536239-1A	3
SRR26819546	Pf3D7_01_v3-535965-536239-1A	20
SRR26819141	Pf3D7_01_v3-535965-536239-1A	2
SRR26819141	Pf3D7_01_v3-535965-536239-1A	60
SRR26819141	Pf3D7_01_v3-535965-536239-1A	28
SRR26819141	Pf3D7_01_v3-535965-536239-1A	5
SRR26819206	Pf3D7_01_v3-535965-536239-1A	5
SRR26819206	Pf3D7_01_v3-535965-536239-1A	68
SRR26819532	Pf3D7_01_v3-535965-536239-1A	42
SRR26819246	Pf3D7_01_v3-535965-536239-1A	62
SRR26819538	Pf3D7_01_v3-535965-536239-1A	44
SRR26819526	Pf3D7_01_v3-535965-536239-1A	4
SRR26819220	Pf3D7_01_v3-535965-536239-1A	8
SRR26819220	Pf3D7_01_v3-535965-536239-1A	5
SRR26819528	Pf3D7_01_v3-535965-536239-1A	35
SRR26819595	Pf3D7_01_v3-535965-536239-1A	17
SRR26819202	Pf3D7_01_v3-535965-536239-1A	22
SRR26819202	Pf3D7_01_v3-535965-536239-1A	10
SRR26819202	Pf3D7_01_v3-535965-536239-1A	45
SRR26819570	Pf3D7_01_v3-535965-536239-1A	59
SRR26819570	Pf3D7_01_v3-535965-536239-1A	39
SRR26819541	Pf3D7_01_v3-535965-536239-1A	10
SRR26819531	Pf3D7_01_v3-535965-536239-1A	45
SRR26819324	Pf3D7_01_v3-535965-536239-1A	28
SRR26819324	Pf3D7_01_v3-535965-536239-1A	39
SRR26819300	Pf3D7_01_v3-535965-536239-1A	34
SRR26819514	Pf3D7_01_v3-535965-536239-1A	18
SRR26819514	Pf3D7_01_v3-535965-536239-1A	3
SRR26819514	Pf3D7_01_v3-535965-536239-1A	7
SRR26819313	Pf3D7_01_v3-535965-536239-1A	9
SRR26819313	Pf3D7_01_v3-535965-536239-1A	11
SRR26819313	Pf3D7_01_v3-535965-536239-1A	4
SRR26819313	Pf3D7_01_v3-535965-536239-1A	16
SRR26819200	Pf3D7_01_v3-535965-536239-1A	74
SRR26819398	Pf3D7_01_v3-535965-536239-1A	24
SRR26819398	Pf3D7_01_v3-535965-536239-1A	5
SRR26819398	Pf3D7_01_v3-535965-536239-1A	68
SRR26819398	Pf3D7_01_v3-535965-536239-1A	12
SRR26819356	Pf3D7_01_v3-535965-536239-1A	35
SRR26819240	Pf3D7_01_v3-535965-536239-1A	8
SRR26819240	Pf3D7_01_v3-535965-536239-1A	13
SRR26819508	Pf3D7_01_v3-535965-536239-1A	25
SRR26819208	Pf3D7_01_v3-535965-536239-1A	14
SRR26819540	Pf3D7_01_v3-535965-536239-1A	25
SRR26819345	Pf3D7_01_v3-535965-536239-1A	41
SRR26819506	Pf3D7_01_v3-535965-536239-1A	36
SRR26819213	Pf3D7_01_v3-535965-536239-1A	26
SRR26819213	Pf3D7_01_v3-535965-536239-1A	7
SRR26819135	Pf3D7_01_v3-535965-536239-1A	68
SRR26819606	Pf3D7_01_v3-535965-536239-1A	20
SRR26819228	Pf3D7_01_v3-535965-536239-1A	71
SRR26819365	Pf3D7_01_v3-535965-536239-1A	75
SRR26819501	Pf3D7_01_v3-535965-536239-1A	46
SRR26819505	Pf3D7_01_v3-535965-536239-1A	37
SRR26819505	Pf3D7_01_v3-535965-536239-1A	4
SRR26819505	Pf3D7_01_v3-535965-536239-1A	32
SRR26819212	Pf3D7_01_v3-535965-536239-1A	18
SRR26819212	Pf3D7_01_v3-535965-536239-1A	17
SRR26819474	Pf3D7_01_v3-535965-536239-1A	25
SRR26819139	Pf3D7_01_v3-535965-536239-1A	54
SRR26819400	Pf3D7_01_v3-535965-536239-1A	3
SRR26819400	Pf3D7_01_v3-535965-536239-1A	13
SRR26819400	Pf3D7_01_v3-535965-536239-1A	1
SRR26819215	Pf3D7_01_v3-535965-536239-1A	23
SRR26819553	Pf3D7_02_v3-290580-290821-1A	66
SRR26819207	Pf3D7_02_v3-290580-290821-1A	141
SRR26819545	Pf3D7_02_v3-290580-290821-1A	162
SRR26819527	Pf3D7_02_v3-290580-290821-1A	21
SRR26819527	Pf3D7_02_v3-290580-290821-1A	115
SRR26819527	Pf3D7_02_v3-290580-290821-1A	1
SRR26819214	Pf3D7_02_v3-290580-290821-1A	163
SRR26819303	Pf3D7_02_v3-290580-290821-1A	175
SRR26819303	Pf3D7_02_v3-290580-290821-1A	45
SRR26819211	Pf3D7_02_v3-290580-290821-1A	142
SRR26819211	Pf3D7_02_v3-290580-290821-1A	11
SRR26819507	Pf3D7_02_v3-290580-290821-1A	65
SRR26819507	Pf3D7_02_v3-290580-290821-1A	1
SRR26819507	Pf3D7_02_v3-290580-290821-1A	18
SRR26819507	Pf3D7_02_v3-290580-290821-1A	173
SRR26819151	Pf3D7_02_v3-290580-290821-1A	103
SRR26819397	Pf3D7_02_v3-290580-290821-1A	264
SRR26819546	Pf3D7_02_v3-290580-290821-1A	195
SRR26819546	Pf3D7_02_v3-290580-290821-1A	10
SRR26819141	Pf3D7_02_v3-290580-290821-1A	278
SRR26819141	Pf3D7_02_v3-290580-290821-1A	42
SRR26819206	Pf3D7_02_v3-290580-290821-1A	276
SRR26819532	Pf3D7_02_v3-290580-290821-1A	178
SRR26819246	Pf3D7_02_v3-290580-290821-1A	305
SRR26819538	Pf3D7_02_v3-290580-290821-1A	40
SRR26819526	Pf3D7_02_v3-290580-290821-1A	120
SRR26819220	Pf3D7_02_v3-290580-290821-1A	128
SRR26819528	Pf3D7_02_v3-290580-290821-1A	106
SRR26819528	Pf3D7_02_v3-290580-290821-1A	67
SRR26819595	Pf3D7_02_v3-290580-290821-1A	220
SRR26819202	Pf3D7_02_v3-290580-290821-1A	63
SRR26819202	Pf3D7_02_v3-290580-290821-1A	41
SRR26819570	Pf3D7_02_v3-290580-290821-1A	92
SRR26819570	Pf3D7_02_v3-290580-290821-1A	122
SRR26819541	Pf3D7_02_v3-290580-290821-1A	195
SRR26819531	Pf3D7_02_v3-290580-290821-1A	134
SRR26819324	Pf3D7_02_v3-290580-290821-1A	207
SRR26819300	Pf3D7_02_v3-290580-290821-1A	320
SRR26819514	Pf3D7_02_v3-290580-290821-1A	190
SRR26819514	Pf3D7_02_v3-290580-290821-1A	22
SRR26819514	Pf3D7_02_v3-290580-290821-1A	18
SRR26819514	Pf3D7_02_v3-290580-290821-1A	7
SRR26819313	Pf3D7_02_v3-290580-290821-1A	22
SRR26819313	Pf3D7_02_v3-290580-290821-1A	117
SRR26819313	Pf3D7_02_v3-290580-290821-1A	10
SRR26819313	Pf3D7_02_v3-290580-290821-1A	2
SRR26819200	Pf3D7_02_v3-290580-290821-1A	277
SRR26819398	Pf3D7_02_v3-290580-290821-1A	11
SRR26819398	Pf3D7_02_v3-290580-290821-1A	167
SRR26819356	Pf3D7_02_v3-290580-290821-1A	255
SRR26819240	Pf3D7_02_v3-290580-290821-1A	24
SRR26819240	Pf3D7_02_v3-290580-290821-1A	17
SRR26819240	Pf3D7_02_v3-290580-290821-1A	170
SRR26819508	Pf3D7_02_v3-290580-290821-1A	244
SRR26819208	Pf3D7_02_v3-290580-290821-1A	110
SRR26819208	Pf3D7_02_v3-290580-290821-1A	2
SRR26819540	Pf3D7_02_v3-290580-290821-1A	1
SRR26819540	Pf3D7_02_v3-290580-290821-1A	158
SRR26819345	Pf3D7_02_v3-290580-290821-1A	261
SRR26819506	Pf3D7_02_v3-290580-290821-1A	275
SRR26819213	Pf3D7_02_v3-290580-290821-1A	12
SRR26819213	Pf3D7_02_v3-290580-290821-1A	110
SRR26819135	Pf3D7_02_v3-290580-290821-1A	323
SRR26819606	Pf3D7_02_v3-290580-290821-1A	221
SRR26819228	Pf3D7_02_v3-290580-290821-1A	275
SRR26819365	Pf3D7_02_v3-290580-290821-1A	267
SRR26819501	Pf3D7_02_v3-290580-290821-1A	264
SRR26819501	Pf3D7_02_v3-290580-290821-1A	13
SRR26819505	Pf3D7_02_v3-290580-290821-1A	129
SRR26819505	Pf3D7_02_v3-290580-290821-1A	118
SRR26819212	Pf3D7_02_v3-290580-290821-1A	65
SRR26819212	Pf3D7_02_v3-290580-290821-1A	118
SRR26819474	Pf3D7_02_v3-290580-290821-1A	274
SRR26819139	Pf3D7_02_v3-290580-290821-1A	123
SRR26819400	Pf3D7_02_v3-290580-290821-1A	82
SRR26819400	Pf3D7_02_v3-290580-290821-1A	27
SRR26819400	Pf3D7_02_v3-290580-290821-1A	5
SRR26819400	Pf3D7_02_v3-290580-290821-1A	8
SRR26819215	Pf3D7_02_v3-290580-290821-1A	178
SRR26819553	Pf3D7_02_v3-291770-292017-1A	33
SRR26819207	Pf3D7_02_v3-291770-292017-1A	60
SRR26819545	Pf3D7_02_v3-291770-292017-1A	79
SRR26819527	Pf3D7_02_v3-291770-292017-1A	31
SRR26819527	Pf3D7_02_v3-291770-292017-1A	17
SRR26819214	Pf3D7_02_v3-291770-292017-1A	95
SRR26819303	Pf3D7_02_v3-291770-292017-1A	117
SRR26819211	Pf3D7_02_v3-291770-292017-1A	116
SRR26819507	Pf3D7_02_v3-291770-292017-1A	12
SRR26819507	Pf3D7_02_v3-291770-292017-1A	79
SRR26819151	Pf3D7_02_v3-291770-292017-1A	14
SRR26819151	Pf3D7_02_v3-291770-292017-1A	78
SRR26819397	Pf3D7_02_v3-291770-292017-1A	135
SRR26819546	Pf3D7_02_v3-291770-292017-1A	59
SRR26819141	Pf3D7_02_v3-291770-292017-1A	24
SRR26819141	Pf3D7_02_v3-291770-292017-1A	6
SRR26819141	Pf3D7_02_v3-291770-292017-1A	138
SRR26819206	Pf3D7_02_v3-291770-292017-1A	127
SRR26819532	Pf3D7_02_v3-291770-292017-1A	72
SRR26819246	Pf3D7_02_v3-291770-292017-1A	132
SRR26819538	Pf3D7_02_v3-291770-292017-1A	70
SRR26819526	Pf3D7_02_v3-291770-292017-1A	66
SRR26819220	Pf3D7_02_v3-291770-292017-1A	66
SRR26819528	Pf3D7_02_v3-291770-292017-1A	71
SRR26819595	Pf3D7_02_v3-291770-292017-1A	109
SRR26819202	Pf3D7_02_v3-291770-292017-1A	15
SRR26819202	Pf3D7_02_v3-291770-292017-1A	23
SRR26819202	Pf3D7_02_v3-291770-292017-1A	40
SRR26819202	Pf3D7_02_v3-291770-292017-1A	48
SRR26819570	Pf3D7_02_v3-291770-292017-1A	142
SRR26819541	Pf3D7_02_v3-291770-292017-1A	56
SRR26819531	Pf3D7_02_v3-291770-292017-1A	80
SRR26819324	Pf3D7_02_v3-291770-292017-1A	145
SRR26819300	Pf3D7_02_v3-291770-292017-1A	147
SRR26819514	Pf3D7_02_v3-291770-292017-1A	83
SRR26819514	Pf3D7_02_v3-291770-292017-1A	22
SRR26819514	Pf3D7_02_v3-291770-292017-1A	20
SRR26819313	Pf3D7_02_v3-291770-292017-1A	47
SRR26819313	Pf3D7_02_v3-291770-292017-1A	50
SRR26819313	Pf3D7_02_v3-291770-292017-1A	12
SRR26819200	Pf3D7_02_v3-291770-292017-1A	114
SRR26819398	Pf3D7_02_v3-291770-292017-1A	26
SRR26819398	Pf3D7_02_v3-291770-292017-1A	14
SRR26819398	Pf3D7_02_v3-291770-292017-1A	53
SRR26819356	Pf3D7_02_v3-291770-292017-1A	86
SRR26819240	Pf3D7_02_v3-291770-292017-1A	6
SRR26819240	Pf3D7_02_v3-291770-292017-1A	11
SRR26819240	Pf3D7_02_v3-291770-292017-1A	58
SRR26819508	Pf3D7_02_v3-291770-292017-1A	83
SRR26819508	Pf3D7_02_v3-291770-292017-1A	4
SRR26819208	Pf3D7_02_v3-291770-292017-1A	66
SRR26819208	Pf3D7_02_v3-291770-292017-1A	3
SRR26819540	Pf3D7_02_v3-291770-292017-1A	59
SRR26819345	Pf3D7_02_v3-291770-292017-1A	99
SRR26819506	Pf3D7_02_v3-291770-292017-1A	111
SRR26819213	Pf3D7_02_v3-291770-292017-1A	6
SRR26819213	Pf3D7_02_v3-291770-292017-1A	69
SRR26819213	Pf3D7_02_v3-291770-292017-1A	17
SRR26819135	Pf3D7_02_v3-291770-292017-1A	158
SRR26819606	Pf3D7_02_v3-291770-292017-1A	99
SRR26819228	Pf3D7_02_v3-291770-292017-1A	141
SRR26819365	Pf3D7_02_v3-291770-292017-1A	121
SRR26819501	Pf3D7_02_v3-291770-292017-1A	113
SRR26819505	Pf3D7_02_v3-291770-292017-1A	69
SRR26819505	Pf3D7_02_v3-291770-292017-1A	59
SRR26819212	Pf3D7_02_v3-291770-292017-1A	29
SRR26819212	Pf3D7_02_v3-291770-292017-1A	40
SRR26819474	Pf3D7_02_v3-291770-292017-1A	76
SRR26819474	Pf3D7_02_v3-291770-292017-1A	5
SRR26819139	Pf3D7_02_v3-291770-292017-1A	151
SRR26819400	Pf3D7_02_v3-291770-292017-1A	4
SRR26819400	Pf3D7_02_v3-291770-292017-1A	51
SRR26819215	Pf3D7_02_v3-291770-292017-1A	87
SRR26819553	Pf3D7_02_v3-470437-470709-1A	4
SRR26819207	Pf3D7_02_v3-470437-470709-1A	10
SRR26819545	Pf3D7_02_v3-470437-470709-1A	27
SRR26819527	Pf3D7_02_v3-470437-470709-1A	6
SRR26819214	Pf3D7_02_v3-470437-470709-1A	29
SRR26819303	Pf3D7_02_v3-470437-470709-1A	58
SRR26819211	Pf3D7_02_v3-470437-470709-1A	39
SRR26819211	Pf3D7_02_v3-470437-470709-1A	1
SRR26819507	Pf3D7_02_v3-470437-470709-1A	46
SRR26819151	Pf3D7_02_v3-470437-470709-1A	13
SRR26819397	Pf3D7_02_v3-470437-470709-1A	73
SRR26819546	Pf3D7_02_v3-470437-470709-1A	1
SRR26819141	Pf3D7_02_v3-470437-470709-1A	43
SRR26819141	Pf3D7_02_v3-470437-470709-1A	18
SRR26819141	Pf3D7_02_v3-470437-470709-1A	8
SRR26819206	Pf3D7_02_v3-470437-470709-1A	42
SRR26819532	Pf3D7_02_v3-470437-470709-1A	17
SRR26819246	Pf3D7_02_v3-470437-470709-1A	34
SRR26819538	Pf3D7_02_v3-470437-470709-1A	8
SRR26819526	Pf3D7_02_v3-470437-470709-1A	20
SRR26819220	Pf3D7_02_v3-470437-470709-1A	9
SRR26819528	Pf3D7_02_v3-470437-470709-1A	18
SRR26819528	Pf3D7_02_v3-470437-470709-1A	19
SRR26819595	Pf3D7_02_v3-470437-470709-1A	29
SRR26819202	Pf3D7_02_v3-470437-470709-1A	23
SRR26819202	Pf3D7_02_v3-470437-470709-1A	48
SRR26819570	Pf3D7_02_v3-470437-470709-1A	32
SRR26819570	Pf3D7_02_v3-470437-470709-1A	2
SRR26819531	Pf3D7_02_v3-470437-470709-1A	33
SRR26819324	Pf3D7_02_v3-470437-470709-1A	43
SRR26819300	Pf3D7_02_v3-470437-470709-1A	87
SRR26819514	Pf3D7_02_v3-470437-470709-1A	44
SRR26819514	Pf3D7_02_v3-470437-470709-1A	7
SRR26819514	Pf3D7_02_v3-470437-470709-1A	4
SRR26819313	Pf3D7_02_v3-470437-470709-1A	7
SRR26819313	Pf3D7_02_v3-470437-470709-1A	16
SRR26819200	Pf3D7_02_v3-470437-470709-1A	75
SRR26819398	Pf3D7_02_v3-470437-470709-1A	12
SRR26819398	Pf3D7_02_v3-470437-470709-1A	111
SRR26819356	Pf3D7_02_v3-470437-470709-1A	22
SRR26819240	Pf3D7_02_v3-470437-470709-1A	23
SRR26819240	Pf3D7_02_v3-470437-470709-1A	15
SRR26819508	Pf3D7_02_v3-470437-470709-1A	6
SRR26819208	Pf3D7_02_v3-470437-470709-1A	6
SRR26819540	Pf3D7_02_v3-470437-470709-1A	25
SRR26819345	Pf3D7_02_v3-470437-470709-1A	55
SRR26819506	Pf3D7_02_v3-470437-470709-1A	39
SRR26819213	Pf3D7_02_v3-470437-470709-1A	22
SRR26819135	Pf3D7_02_v3-470437-470709-1A	81
SRR26819606	Pf3D7_02_v3-470437-470709-1A	25
SRR26819228	Pf3D7_02_v3-470437-470709-1A	57
SRR26819365	Pf3D7_02_v3-470437-470709-1A	67
SRR26819501	Pf3D7_02_v3-470437-470709-1A	25
SRR26819505	Pf3D7_02_v3-470437-470709-1A	57
SRR26819212	Pf3D7_02_v3-470437-470709-1A	12
SRR26819212	Pf3D7_02_v3-470437-470709-1A	9
SRR26819474	Pf3D7_02_v3-470437-470709-1A	27
SRR26819474	Pf3D7_02_v3-470437-470709-1A	2
SRR26819139	Pf3D7_02_v3-470437-470709-1A	60
SRR26819400	Pf3D7_02_v3-470437-470709-1A	19
SRR26819400	Pf3D7_02_v3-470437-470709-1A	3
SRR26819215	Pf3D7_02_v3-470437-470709-1A	9
SRR26819553	Pf3D7_02_v3-503040-503288-1A	49
SRR26819207	Pf3D7_02_v3-503040-503288-1A	146
SRR26819545	Pf3D7_02_v3-503040-503288-1A	147
SRR26819527	Pf3D7_02_v3-503040-503288-1A	47
SRR26819527	Pf3D7_02_v3-503040-503288-1A	47
SRR26819214	Pf3D7_02_v3-503040-503288-1A	165
SRR26819303	Pf3D7_02_v3-503040-503288-1A	224
SRR26819211	Pf3D7_02_v3-503040-503288-1A	167
SRR26819507	Pf3D7_02_v3-503040-503288-1A	236
SRR26819151	Pf3D7_02_v3-503040-503288-1A	213
SRR26819397	Pf3D7_02_v3-503040-503288-1A	256
SRR26819546	Pf3D7_02_v3-503040-503288-1A	111
SRR26819141	Pf3D7_02_v3-503040-503288-1A	163
SRR26819141	Pf3D7_02_v3-503040-503288-1A	133
SRR26819206	Pf3D7_02_v3-503040-503288-1A	212
SRR26819206	Pf3D7_02_v3-503040-503288-1A	28
SRR26819532	Pf3D7_02_v3-503040-503288-1A	149
SRR26819246	Pf3D7_02_v3-503040-503288-1A	215
SRR26819538	Pf3D7_02_v3-503040-503288-1A	148
SRR26819526	Pf3D7_02_v3-503040-503288-1A	99
SRR26819220	Pf3D7_02_v3-503040-503288-1A	65
SRR26819220	Pf3D7_02_v3-503040-503288-1A	62
SRR26819528	Pf3D7_02_v3-503040-503288-1A	147
SRR26819595	Pf3D7_02_v3-503040-503288-1A	253
SRR26819202	Pf3D7_02_v3-503040-503288-1A	242
SRR26819570	Pf3D7_02_v3-503040-503288-1A	118
SRR26819570	Pf3D7_02_v3-503040-503288-1A	70
SRR26819541	Pf3D7_02_v3-503040-503288-1A	160
SRR26819531	Pf3D7_02_v3-503040-503288-1A	168
SRR26819324	Pf3D7_02_v3-503040-503288-1A	145
SRR26819324	Pf3D7_02_v3-503040-503288-1A	77
SRR26819300	Pf3D7_02_v3-503040-503288-1A	313
SRR26819514	Pf3D7_02_v3-503040-503288-1A	88
SRR26819514	Pf3D7_02_v3-503040-503288-1A	81
SRR26819313	Pf3D7_02_v3-503040-503288-1A	186
SRR26819313	Pf3D7_02_v3-503040-503288-1A	26
SRR26819200	Pf3D7_02_v3-503040-503288-1A	230
SRR26819398	Pf3D7_02_v3-503040-503288-1A	117
SRR26819398	Pf3D7_02_v3-503040-503288-1A	96
SRR26819356	Pf3D7_02_v3-503040-503288-1A	182
SRR26819240	Pf3D7_02_v3-503040-503288-1A	207
SRR26819508	Pf3D7_02_v3-503040-503288-1A	211
SRR26819208	Pf3D7_02_v3-503040-503288-1A	111
SRR26819540	Pf3D7_02_v3-503040-503288-1A	159
SRR26819345	Pf3D7_02_v3-503040-503288-1A	190
SRR26819506	Pf3D7_02_v3-503040-503288-1A	204
SRR26819213	Pf3D7_02_v3-503040-503288-1A	24
SRR26819213	Pf3D7_02_v3-503040-503288-1A	166
SRR26819135	Pf3D7_02_v3-503040-503288-1A	285
SRR26819606	Pf3D7_02_v3-503040-503288-1A	201
SRR26819228	Pf3D7_02_v3-503040-503288-1A	260
SRR26819365	Pf3D7_02_v3-503040-503288-1A	224
SRR26819501	Pf3D7_02_v3-503040-503288-1A	186
SRR26819501	Pf3D7_02_v3-503040-503288-1A	12
SRR26819505	Pf3D7_02_v3-503040-503288-1A	238
SRR26819505	Pf3D7_02_v3-503040-503288-1A	12
SRR26819212	Pf3D7_02_v3-503040-503288-1A	65
SRR26819212	Pf3D7_02_v3-503040-503288-1A	4
SRR26819212	Pf3D7_02_v3-503040-503288-1A	65
SRR26819474	Pf3D7_02_v3-503040-503288-1A	186
SRR26819474	Pf3D7_02_v3-503040-503288-1A	15
SRR26819139	Pf3D7_02_v3-503040-503288-1A	317
SRR26819400	Pf3D7_02_v3-503040-503288-1A	15
SRR26819400	Pf3D7_02_v3-503040-503288-1A	123
SRR26819215	Pf3D7_02_v3-503040-503288-1A	193
SRR26819553	Pf3D7_02_v3-628941-629172-1A	42
SRR26819207	Pf3D7_02_v3-628941-629172-1A	141
SRR26819545	Pf3D7_02_v3-628941-629172-1A	120
SRR26819527	Pf3D7_02_v3-628941-629172-1A	74
SRR26819527	Pf3D7_02_v3-628941-629172-1A	67
SRR26819527	Pf3D7_02_v3-628941-629172-1A	68
SRR26819214	Pf3D7_02_v3-628941-629172-1A	152
SRR26819303	Pf3D7_02_v3-628941-629172-1A	49
SRR26819303	Pf3D7_02_v3-628941-629172-1A	140
SRR26819211	Pf3D7_02_v3-628941-629172-1A	176
SRR26819507	Pf3D7_02_v3-628941-629172-1A	5
SRR26819507	Pf3D7_02_v3-628941-629172-1A	6
SRR26819507	Pf3D7_02_v3-628941-629172-1A	115
SRR26819151	Pf3D7_02_v3-628941-629172-1A	207
SRR26819151	Pf3D7_02_v3-628941-629172-1A	40
SRR26819397	Pf3D7_02_v3-628941-629172-1A	232
SRR26819546	Pf3D7_02_v3-628941-629172-1A	131
SRR26819546	Pf3D7_02_v3-628941-629172-1A	4
SRR26819141	Pf3D7_02_v3-628941-629172-1A	193
SRR26819141	Pf3D7_02_v3-628941-629172-1A	43
SRR26819206	Pf3D7_02_v3-628941-629172-1A	5
SRR26819206	Pf3D7_02_v3-628941-629172-1A	171
SRR26819532	Pf3D7_02_v3-628941-629172-1A	144
SRR26819246	Pf3D7_02_v3-628941-629172-1A	191
SRR26819538	Pf3D7_02_v3-628941-629172-1A	128
SRR26819526	Pf3D7_02_v3-628941-629172-1A	258
SRR26819220	Pf3D7_02_v3-628941-629172-1A	48
SRR26819220	Pf3D7_02_v3-628941-629172-1A	73
SRR26819528	Pf3D7_02_v3-628941-629172-1A	53
SRR26819528	Pf3D7_02_v3-628941-629172-1A	81
SRR26819595	Pf3D7_02_v3-628941-629172-1A	193
SRR26819202	Pf3D7_02_v3-628941-629172-1A	152
SRR26819202	Pf3D7_02_v3-628941-629172-1A	58
SRR26819570	Pf3D7_02_v3-628941-629172-1A	66
SRR26819570	Pf3D7_02_v3-628941-629172-1A	46
SRR26819541	Pf3D7_02_v3-628941-629172-1A	159
SRR26819531	Pf3D7_02_v3-628941-629172-1A	115
SRR26819324	Pf3D7_02_v3-628941-629172-1A	83
SRR26819324	Pf3D7_02_v3-628941-629172-1A	102
SRR26819300	Pf3D7_02_v3-628941-629172-1A	183
SRR26819514	Pf3D7_02_v3-628941-629172-1A	165
SRR26819514	Pf3D7_02_v3-628941-629172-1A	38
SRR26819514	Pf3D7_02_v3-628941-629172-1A	6
SRR26819313	Pf3D7_02_v3-628941-629172-1A	55
SRR26819313	Pf3D7_02_v3-628941-629172-1A	108
SRR26819200	Pf3D7_02_v3-628941-629172-1A	211
SRR26819398	Pf3D7_02_v3-628941-629172-1A	125
SRR26819398	Pf3D7_02_v3-628941-629172-1A	31
SRR26819356	Pf3D7_02_v3-628941-629172-1A	220
SRR26819240	Pf3D7_02_v3-628941-629172-1A	348
SRR26819508	Pf3D7_02_v3-628941-629172-1A	239
SRR26819208	Pf3D7_02_v3-628941-629172-1A	173
SRR26819540	Pf3D7_02_v3-628941-629172-1A	137
SRR26819345	Pf3D7_02_v3-628941-629172-1A	310
SRR26819506	Pf3D7_02_v3-628941-629172-1A	227
SRR26819213	Pf3D7_02_v3-628941-629172-1A	155
SRR26819213	Pf3D7_02_v3-628941-629172-1A	3
SRR26819135	Pf3D7_02_v3-628941-629172-1A	189
SRR26819606	Pf3D7_02_v3-628941-629172-1A	159
SRR26819228	Pf3D7_02_v3-628941-629172-1A	171
SRR26819365	Pf3D7_02_v3-628941-629172-1A	206
SRR26819501	Pf3D7_02_v3-628941-629172-1A	173
SRR26819501	Pf3D7_02_v3-628941-629172-1A	14
SRR26819505	Pf3D7_02_v3-628941-629172-1A	106
SRR26819505	Pf3D7_02_v3-628941-629172-1A	95
SRR26819212	Pf3D7_02_v3-628941-629172-1A	85
SRR26819212	Pf3D7_02_v3-628941-629172-1A	61
SRR26819474	Pf3D7_02_v3-628941-629172-1A	179
SRR26819139	Pf3D7_02_v3-628941-629172-1A	210
SRR26819139	Pf3D7_02_v3-628941-629172-1A	1
SRR26819400	Pf3D7_02_v3-628941-629172-1A	25
SRR26819400	Pf3D7_02_v3-628941-629172-1A	108
SRR26819400	Pf3D7_02_v3-628941-629172-1A	25
SRR26819400	Pf3D7_02_v3-628941-629172-1A	5
SRR26819215	Pf3D7_02_v3-628941-629172-1A	164
SRR26819553	Pf3D7_02_v3-630641-630907-1A	37
SRR26819207	Pf3D7_02_v3-630641-630907-1A	37
SRR26819545	Pf3D7_02_v3-630641-630907-1A	64
SRR26819527	Pf3D7_02_v3-630641-630907-1A	20
SRR26819527	Pf3D7_02_v3-630641-630907-1A	16
SRR26819214	Pf3D7_02_v3-630641-630907-1A	102
SRR26819303	Pf3D7_02_v3-630641-630907-1A	31
SRR26819303	Pf3D7_02_v3-630641-630907-1A	111
SRR26819211	Pf3D7_02_v3-630641-630907-1A	92
SRR26819507	Pf3D7_02_v3-630641-630907-1A	36
SRR26819507	Pf3D7_02_v3-630641-630907-1A	91
SRR26819151	Pf3D7_02_v3-630641-630907-1A	54
SRR26819151	Pf3D7_02_v3-630641-630907-1A	10
SRR26819397	Pf3D7_02_v3-630641-630907-1A	205
SRR26819546	Pf3D7_02_v3-630641-630907-1A	53
SRR26819141	Pf3D7_02_v3-630641-630907-1A	89
SRR26819141	Pf3D7_02_v3-630641-630907-1A	45
SRR26819141	Pf3D7_02_v3-630641-630907-1A	36
SRR26819206	Pf3D7_02_v3-630641-630907-1A	134
SRR26819206	Pf3D7_02_v3-630641-630907-1A	19
SRR26819532	Pf3D7_02_v3-630641-630907-1A	97
SRR26819246	Pf3D7_02_v3-630641-630907-1A	131
SRR26819538	Pf3D7_02_v3-630641-630907-1A	82
SRR26819526	Pf3D7_02_v3-630641-630907-1A	30
SRR26819220	Pf3D7_02_v3-630641-630907-1A	14
SRR26819220	Pf3D7_02_v3-630641-630907-1A	12
SRR26819528	Pf3D7_02_v3-630641-630907-1A	45
SRR26819528	Pf3D7_02_v3-630641-630907-1A	45
